type,rating,listed_in,release_year,duration_mins,cluster
0,12,326,2004,123.0,2
1,11,264,2013,8.0,2
0,9,25,2007,128.0,0
0,9,55,2018,132.0,0
0,12,274,2017,93.0,2
0,12,281,2017,113.0,2
0,5,326,2015,96.0,2
0,7,0,2002,133.0,0
0,9,328,2002,176.0,2
1,11,471,2007,1.0,1
0,7,185,2010,115.0,2
1,10,300,2016,1.0,2
0,9,52,1985,90.0,0
0,11,274,2017,111.0,2
0,9,513,2017,87.0,1
0,8,55,2009,112.0,0
1,11,114,2017,1.0,0
0,7,179,1965,200.0,2
0,11,344,2016,93.0,2
0,12,121,2019,90.0,0
0,6,138,2014,107.0,0
0,8,375,2019,89.0,1
0,9,211,2015,83.0,2
0,7,185,2015,96.0,2
0,8,345,2010,99.0,2
0,11,34,2015,95.0,0
0,11,34,2016,88.0,0
0,9,34,2017,94.0,0
0,8,350,2016,93.0,2
0,11,281,2016,93.0,2
0,8,199,2016,92.0,2
0,8,344,1997,127.0,2
0,8,47,2005,105.0,0
1,9,448,2013,1.0,1
0,9,25,1989,94.0,0
0,7,310,2008,104.0,2
0,12,274,2017,94.0,2
0,6,125,2003,82.0,0
0,6,125,2018,86.0,0
0,7,60,1996,103.0,0
0,7,60,2015,97.0,0
0,6,60,2000,84.0,0
0,7,60,2017,98.0,0
0,13,121,2018,68.0,0
1,9,461,2016,1.0,1
0,10,274,2017,42.0,2
0,11,282,2017,92.0,2
0,12,281,2017,89.0,2
0,12,309,2018,99.0,2
1,11,234,2015,1.0,2
1,9,241,2015,1.0,2
0,9,319,2014,93.0,2
0,9,39,2003,162.0,0
0,7,185,2003,85.0,2
0,9,274,2016,52.0,2
0,6,149,2014,91.0,0
1,13,422,2014,1.0,1
1,12,102,2015,1.0,0
1,9,102,2018,1.0,0
0,6,309,2015,106.0,2
0,7,230,2010,92.0,2
1,11,393,2009,1.0,1
0,7,337,2010,140.0,2
0,11,470,1983,69.0,1
0,9,329,2018,153.0,2
0,9,326,2015,124.0,2
0,12,319,2009,120.0,2
0,11,332,2004,134.0,2
0,8,0,2012,105.0,0
1,5,391,2013,3.0,1
1,11,241,2008,1.0,2
1,11,241,2010,1.0,2
1,12,153,1979,1.0,0
0,9,281,2017,119.0,2
1,9,458,2010,1.0,1
0,9,281,2017,106.0,2
1,11,399,2017,2.0,1
0,12,136,2016,79.0,0
0,11,372,2006,196.0,2
0,10,274,2016,90.0,2
0,8,341,2019,109.0,2
0,9,281,2014,93.0,2
0,11,281,2015,92.0,2
0,12,281,2016,49.0,2
0,12,274,2015,102.0,2
0,11,359,2016,82.0,2
0,12,326,2016,74.0,2
0,11,328,2016,94.0,2
1,12,446,2017,1.0,1
0,9,281,2014,87.0,2
0,7,230,2006,108.0,2
1,11,399,2018,1.0,1
0,9,319,2002,151.0,2
1,9,96,2016,1.0,0
0,8,0,2012,109.0,0
1,11,253,2018,1.0,2
0,8,363,2013,91.0,2
0,9,274,2016,93.0,2
0,11,322,2018,85.0,2
0,8,14,1973,103.0,0
0,7,338,2015,102.0,2
0,8,41,2002,107.0,0
0,11,199,1990,88.0,2
0,5,190,1985,95.0,2
0,9,329,2016,100.0,2
0,9,368,2018,91.0,2
0,8,327,2018,110.0,2
1,12,376,2019,1.0,1
0,6,128,2007,96.0,0
0,8,357,1997,96.0,2
0,11,325,2019,98.0,2
0,8,332,2019,133.0,2
1,12,100,2014,1.0,0
0,7,232,2001,102.0,2
0,8,319,2015,108.0,2
1,9,393,2011,1.0,1
1,9,412,2008,1.0,1
0,8,0,1996,133.0,0
0,11,281,2013,58.0,2
0,5,230,2012,79.0,2
0,8,0,2001,101.0,0
0,9,38,2019,81.0,0
1,11,117,2006,2.0,0
0,11,217,2010,99.0,2
0,12,220,2011,106.0,2
0,12,217,2014,103.0,2
1,9,244,2009,1.0,2
0,11,230,2017,92.0,2
0,11,318,2017,89.0,2
1,11,80,2009,1.0,0
1,10,96,2015,1.0,0
0,9,39,2011,150.0,0
0,9,185,2019,80.0,2
0,8,513,1998,124.0,1
0,11,319,2017,99.0,2
0,9,281,2015,29.0,2
0,9,513,2019,91.0,1
0,5,319,2014,102.0,2
0,11,217,2017,94.0,2
1,11,242,2016,1.0,2
1,9,98,2017,6.0,0
0,8,187,1998,118.0,2
1,11,420,2015,1.0,1
0,11,274,2017,70.0,2
0,3,178,1971,181.0,2
0,5,326,2015,101.0,2
0,14,125,2008,29.0,0
0,12,274,2016,92.0,2
1,9,242,2015,2.0,2
0,11,274,2017,94.0,2
0,12,326,2015,118.0,2
0,8,272,2000,98.0,2
0,8,359,2003,90.0,2
0,8,345,2006,93.0,2
0,9,281,2016,114.0,2
0,11,319,2013,99.0,2
0,9,230,2018,96.0,2
0,8,0,2017,102.0,0
0,11,350,2016,90.0,2
0,9,289,2017,49.0,2
0,5,274,2015,61.0,2
1,9,385,2015,2.0,1
0,9,284,2019,60.0,2
0,8,52,1982,104.0,0
1,10,446,2014,3.0,1
0,7,309,2008,119.0,2
0,9,217,2016,102.0,2
0,11,321,2018,83.0,2
1,14,423,2016,1.0,1
0,11,52,1978,88.0,0
0,11,281,2017,86.0,2
1,12,300,2017,1.0,2
1,9,412,2011,1.0,1
0,6,278,2015,90.0,2
0,8,309,2010,134.0,2
0,12,274,2015,92.0,2
0,8,326,2012,145.0,2
0,11,185,2019,95.0,2
0,11,274,2018,93.0,2
0,3,121,1977,84.0,0
1,9,446,2017,1.0,1
0,9,282,2017,81.0,2
0,3,19,1956,98.0,0
1,12,102,2016,1.0,0
0,11,284,2018,74.0,2
0,11,284,2016,87.0,2
1,11,412,2011,1.0,1
0,6,274,2011,96.0,2
0,7,230,2008,88.0,2
1,11,241,2016,1.0,2
0,8,166,1994,118.0,0
0,8,344,2007,113.0,2
0,8,199,2012,86.0,2
1,12,159,2003,11.0,0
0,11,199,2018,91.0,2
0,6,125,2007,115.0,0
0,6,138,1993,112.0,0
0,8,274,2015,103.0,2
0,11,217,2016,116.0,2
0,11,318,2015,72.0,2
0,12,310,2019,104.0,2
1,12,297,2017,4.0,2
0,8,345,2009,97.0,2
0,8,350,2016,92.0,2
1,9,159,2003,10.0,0
0,9,127,2017,93.0,0
0,8,52,2010,93.0,0
0,6,284,2016,99.0,2
1,12,100,2011,1.0,0
0,12,442,2011,47.0,1
0,12,442,2011,52.0,1
0,8,318,2008,97.0,2
0,12,144,2015,88.0,0
0,11,274,2016,106.0,2
0,11,39,2019,97.0,0
0,11,344,2017,88.0,2
0,6,125,2009,88.0,0
0,11,319,2017,132.0,2
1,9,412,2018,1.0,1
0,9,326,2013,108.0,2
1,12,475,2016,2.0,1
0,12,329,2017,111.0,2
1,11,410,2009,1.0,1
1,12,403,2014,1.0,1
0,8,309,2002,167.0,2
1,17,80,2013,1.0,0
0,12,144,2009,96.0,0
0,12,144,2011,95.0,0
0,11,359,2016,107.0,2
0,11,326,2016,118.0,2
0,12,309,2018,130.0,2
0,12,285,2017,90.0,2
1,12,100,2015,1.0,0
1,12,100,2016,1.0,0
1,11,240,2016,1.0,2
0,6,125,2003,87.0,0
1,13,433,2011,1.0,1
0,8,227,2010,109.0,2
0,6,125,2014,103.0,0
1,11,260,2017,1.0,2
0,7,20,2008,110.0,0
0,7,230,2005,85.0,2
0,9,39,1990,163.0,0
0,11,345,2017,100.0,2
0,11,5,2013,58.0,0
0,7,60,2007,110.0,0
0,11,5,2014,58.0,0
1,9,446,2012,1.0,1
0,9,5,2013,56.0,0
0,11,39,1997,161.0,0
0,9,326,2005,141.0,2
0,3,167,1958,115.0,0
0,7,318,2012,90.0,2
0,9,217,2013,103.0,2
0,5,289,2012,77.0,2
1,9,412,2010,1.0,1
0,6,139,2018,111.0,0
0,12,274,2016,103.0,2
0,5,52,2017,129.0,0
0,6,310,2014,113.0,2
0,6,310,2018,106.0,2
0,11,319,2017,105.0,2
0,12,166,1979,137.0,0
0,13,372,2013,22.0,1
0,7,0,1995,130.0,0
0,11,309,2019,89.0,2
1,13,422,2017,2.0,1
0,8,513,2016,110.0,1
0,9,217,2006,148.0,2
1,11,244,2016,2.0,2
0,8,360,2018,100.0,2
1,9,416,2015,1.0,1
0,8,211,2016,90.0,2
0,8,309,2014,103.0,2
0,11,199,2019,75.0,2
0,11,326,2012,99.0,2
0,6,309,2005,93.0,2
0,8,64,2014,90.0,0
0,8,174,1990,145.0,0
0,11,318,2017,95.0,2
0,8,233,2011,92.0,2
0,6,125,2018,90.0,0
0,8,200,2001,137.0,2
1,9,506,2012,6.0,1
0,8,359,2003,98.0,2
0,9,319,2015,109.0,2
0,8,309,2008,117.0,2
1,9,104,2017,2.0,0
1,12,391,2013,3.0,1
0,11,219,2013,93.0,2
0,11,211,2017,57.0,2
0,6,167,1978,110.0,0
1,12,104,2016,2.0,0
1,12,300,2017,1.0,2
0,8,359,2015,95.0,2
0,11,212,2016,102.0,2
0,11,274,2016,97.0,2
0,12,285,2016,82.0,2
0,12,284,2015,90.0,2
1,9,76,2008,2.0,0
0,10,281,2015,57.0,2
0,11,217,2015,91.0,2
0,11,217,2013,100.0,2
0,9,217,2013,101.0,2
1,11,409,2016,2.0,1
0,9,200,2010,138.0,2
0,9,220,2014,95.0,2
0,6,131,2007,116.0,0
0,7,6,2009,117.0,0
0,9,60,2015,65.0,0
0,9,328,2000,158.0,2
0,8,36,1987,110.0,0
0,9,217,2017,79.0,2
0,8,513,2017,99.0,1
0,9,274,2013,86.0,2
1,11,508,2015,3.0,1
0,10,366,2017,138.0,2
1,9,393,2013,1.0,1
0,11,346,2017,91.0,2
0,5,220,2014,79.0,2
1,11,97,2016,2.0,0
1,11,488,2015,1.0,1
0,11,318,2015,79.0,2
0,8,55,2015,96.0,0
0,9,289,2005,55.0,2
0,8,186,2008,101.0,2
0,8,186,2004,88.0,2
0,9,274,2015,95.0,2
1,9,96,2014,1.0,0
0,10,125,2010,87.0,0
1,14,433,2017,1.0,1
0,12,289,2015,83.0,2
0,5,274,2016,90.0,2
1,12,488,2014,4.0,1
0,12,22,1999,151.0,0
1,9,394,2015,1.0,1
0,11,280,2017,89.0,2
0,11,346,2018,99.0,2
0,11,281,2017,86.0,2
1,9,161,2015,5.0,0
0,11,359,2016,85.0,2
0,8,0,2011,93.0,0
0,7,274,2015,89.0,2
0,8,359,2018,89.0,2
0,11,346,2018,90.0,2
0,11,320,1998,104.0,2
0,9,274,2017,107.0,2
0,7,230,2001,124.0,2
0,11,513,2017,87.0,1
1,11,385,2018,2.0,1
0,6,121,2016,94.0,0
1,11,507,2015,1.0,1
0,8,24,2015,86.0,0
1,9,254,2016,5.0,2
0,8,318,2016,102.0,2
0,7,33,2004,122.0,0
0,8,338,2013,126.0,2
0,9,309,2018,87.0,2
0,9,22,1976,156.0,0
0,11,345,2016,97.0,2
0,11,52,1997,89.0,0
1,11,412,2018,2.0,1
0,11,0,2017,88.0,0
1,14,378,2015,1.0,1
0,9,353,2010,96.0,2
0,9,375,2016,104.0,2
0,9,283,2015,80.0,2
1,12,446,2016,3.0,1
1,12,498,1988,5.0,1
1,9,97,2016,3.0,0
0,12,274,2015,95.0,2
0,11,353,2010,97.0,2
1,11,241,2015,1.0,2
0,9,326,2017,118.0,2
1,12,99,2016,1.0,0
0,7,230,2005,118.0,2
0,12,289,2016,44.0,2
0,9,281,2017,54.0,2
0,12,329,2015,170.0,2
1,13,422,2016,1.0,1
0,11,200,2006,118.0,2
0,11,327,2015,128.0,2
0,11,207,2016,106.0,2
0,5,274,2016,103.0,2
0,9,205,2008,92.0,2
0,11,205,2010,102.0,2
0,9,326,2017,126.0,2
0,12,319,2019,73.0,2
0,7,337,2011,111.0,2
0,7,309,2018,100.0,2
0,6,125,2011,86.0,0
0,9,127,2018,95.0,0
0,6,309,2018,79.0,2
0,9,284,2017,81.0,2
1,11,394,2015,3.0,1
0,8,316,2013,120.0,2
1,9,100,2016,1.0,0
0,9,350,2013,85.0,2
0,9,281,2016,96.0,2
0,12,281,2017,91.0,2
0,8,309,2017,134.0,2
0,5,185,2016,93.0,2
0,11,211,2016,82.0,2
0,7,233,2007,88.0,2
1,9,244,2017,1.0,2
0,11,176,1975,96.0,0
0,6,125,2018,97.0,0
0,7,359,2012,101.0,2
0,9,274,2016,88.0,2
0,9,212,2016,84.0,2
0,12,288,2017,110.0,2
0,6,125,2000,105.0,0
0,7,185,2017,116.0,2
0,8,185,1997,94.0,2
0,5,281,2015,110.0,2
1,11,104,2018,1.0,0
0,7,337,1995,116.0,2
0,12,274,2016,51.0,2
0,9,326,2012,103.0,2
0,7,60,2009,83.0,0
0,10,328,1999,176.0,2
0,12,367,2006,149.0,2
1,12,394,2011,1.0,1
0,11,347,2014,79.0,2
0,8,0,2010,97.0,0
0,8,49,2015,91.0,0
1,9,99,2015,1.0,0
1,14,422,2011,2.0,1
0,11,213,2016,85.0,2
0,11,213,2018,85.0,2
0,8,321,2005,117.0,2
1,9,378,2018,2.0,1
0,11,353,2016,84.0,2
0,11,319,2010,106.0,2
0,6,289,2016,107.0,2
0,9,274,2017,98.0,2
0,9,274,2018,54.0,2
1,9,399,2016,1.0,1
0,9,200,2016,139.0,2
0,5,281,2015,88.0,2
0,8,0,2018,93.0,0
0,8,36,2016,91.0,0
0,7,185,2011,89.0,2
0,9,135,2017,106.0,0
0,9,220,2014,116.0,2
0,8,318,2016,100.0,2
0,7,199,2015,96.0,2
0,6,313,2013,119.0,2
1,11,487,2019,2.0,1
0,11,284,2016,108.0,2
0,8,55,2014,104.0,0
0,9,220,2010,124.0,2
1,12,452,2014,1.0,1
0,6,121,2008,87.0,0
0,5,470,2013,75.0,1
0,6,133,2009,108.0,0
0,16,329,1974,103.0,2
1,9,393,2012,1.0,1
0,8,36,2017,103.0,0
0,7,353,2017,89.0,2
0,9,329,2014,103.0,2
0,11,60,2019,89.0,0
0,11,329,2017,119.0,2
0,8,513,2017,106.0,1
0,11,274,2015,90.0,2
0,6,125,2018,118.0,0
0,5,319,2014,95.0,2
1,12,102,2015,1.0,0
0,7,13,2008,123.0,0
0,7,8,1989,127.0,0
0,6,8,1981,116.0,0
0,6,8,1984,119.0,0
0,11,344,2016,99.0,2
0,6,274,2013,90.0,2
0,12,281,2016,90.0,2
0,8,0,2009,153.0,0
0,6,13,2008,106.0,0
0,9,39,2005,141.0,0
1,11,100,2017,1.0,0
1,9,234,2015,1.0,2
1,9,292,2017,1.0,2
1,11,446,2018,1.0,1
0,7,200,2013,122.0,2
1,11,262,2007,2.0,2
0,9,185,2016,87.0,2
0,8,330,2015,102.0,2
0,12,5,2004,88.0,0
0,9,5,2003,99.0,0
0,9,5,2002,99.0,0
0,7,343,2009,134.0,2
0,12,274,2018,91.0,2
0,11,319,2017,88.0,2
0,14,319,2006,127.0,2
0,9,200,2010,137.0,2
0,9,289,2018,77.0,2
0,6,149,2014,71.0,0
1,14,422,2011,2.0,1
0,9,329,2015,130.0,2
1,12,294,2014,1.0,2
1,11,380,2015,1.0,1
0,11,328,2013,140.0,2
0,6,125,1995,101.0,0
0,9,219,2012,101.0,2
0,11,220,2015,91.0,2
0,9,219,2017,84.0,2
0,5,289,2014,88.0,2
0,14,121,2018,68.0,0
0,9,329,2006,163.0,2
0,6,148,2013,93.0,0
0,11,289,2018,86.0,2
1,11,244,2016,1.0,2
0,8,344,1997,154.0,2
0,9,200,2015,92.0,2
0,9,326,2009,132.0,2
0,13,442,2014,22.0,1
0,9,319,2013,132.0,2
0,9,319,2012,94.0,2
0,9,200,2016,132.0,2
1,10,402,2008,1.0,1
0,8,186,2001,105.0,2
0,11,329,1973,97.0,2
1,10,446,2019,2.0,1
0,7,274,2015,109.0,2
1,9,156,2008,2.0,0
0,8,335,2014,134.0,2
0,9,277,2018,53.0,2
0,11,285,2016,84.0,2
1,9,412,2009,1.0,1
0,8,288,1973,102.0,2
1,14,422,2017,1.0,1
0,6,274,2011,79.0,2
0,9,39,1960,181.0,0
0,9,283,2017,90.0,2
0,9,281,2005,79.0,2
0,7,60,2012,133.0,0
0,11,375,2013,125.0,2
0,11,288,2017,80.0,2
0,11,323,2018,101.0,2
1,9,119,2015,1.0,0
0,11,52,2017,135.0,0
1,11,400,2015,1.0,1
1,9,400,2016,1.0,1
0,9,220,1997,133.0,2
0,6,125,2011,91.0,0
0,9,274,2017,52.0,2
0,7,197,2009,123.0,2
1,13,422,2014,2.0,1
0,7,230,2011,113.0,2
0,8,199,2005,107.0,2
0,7,60,2015,128.0,0
0,7,230,2005,94.0,2
0,9,25,1992,95.0,0
0,3,288,2011,106.0,2
1,11,77,2012,1.0,0
0,7,36,2002,138.0,0
1,9,242,2013,1.0,2
0,9,326,2017,139.0,2
0,12,329,2015,132.0,2
0,9,39,1981,173.0,0
0,12,326,2017,105.0,2
0,11,39,2016,148.0,0
0,9,329,2016,120.0,2
0,6,138,2014,85.0,0
0,9,328,2010,113.0,2
0,11,513,2016,99.0,1
0,9,319,2017,41.0,2
0,9,353,2017,110.0,2
0,9,367,2008,137.0,2
0,7,230,2001,118.0,2
0,12,199,1982,140.0,2
0,5,470,2006,85.0,1
0,9,326,2017,116.0,2
0,9,200,2005,133.0,2
1,9,291,1990,1.0,2
1,12,291,2014,1.0,2
1,12,291,1996,1.0,2
0,8,470,2011,89.0,1
0,8,470,2013,75.0,1
0,11,470,2010,67.0,1
0,11,285,2017,90.0,2
1,9,240,2017,1.0,2
0,9,39,1993,170.0,0
1,9,243,2018,1.0,2
1,9,412,2013,1.0,1
0,9,200,2006,124.0,2
1,9,244,2011,1.0,2
0,12,164,1980,120.0,0
0,9,219,2003,157.0,2
0,9,319,2018,124.0,2
0,8,0,2017,110.0,0
0,11,0,2016,90.0,0
0,8,215,1995,97.0,2
0,9,331,2015,108.0,2
0,8,39,2015,95.0,0
1,13,422,2010,2.0,1
0,8,0,2003,111.0,0
0,8,0,2004,137.0,0
0,11,51,2016,100.0,0
0,9,281,2015,53.0,2
0,11,0,2016,87.0,0
0,8,38,2011,106.0,0
0,7,188,1988,86.0,2
0,7,27,2010,100.0,0
0,11,39,2016,103.0,0
0,8,325,2014,109.0,2
0,5,318,2015,81.0,2
0,7,20,2005,98.0,0
1,12,102,2018,1.0,0
0,7,194,1996,114.0,2
0,8,309,2017,87.0,2
0,12,217,2015,132.0,2
0,8,513,1997,116.0,1
1,9,394,2016,1.0,1
1,9,104,2017,1.0,0
0,9,209,2013,92.0,2
1,11,80,2015,2.0,0
0,8,359,2015,99.0,2
0,9,173,1945,63.0,0
0,7,467,2009,121.0,1
0,10,274,2016,56.0,2
1,12,292,2014,1.0,2
0,7,39,2012,96.0,0
0,9,369,1972,115.0,2
0,11,223,2014,117.0,2
0,14,121,2009,58.0,0
0,14,121,2013,62.0,0
0,13,121,2016,65.0,0
0,14,121,2012,61.0,0
0,14,121,2017,65.0,0
0,14,121,2017,65.0,0
0,14,121,2010,58.0,0
0,14,121,2013,60.0,0
0,8,318,2015,81.0,2
1,14,422,2019,1.0,1
0,5,345,2013,85.0,2
0,8,197,2017,93.0,2
0,11,319,2017,126.0,2
0,8,21,2004,99.0,0
0,14,125,2010,79.0,0
0,12,125,2010,26.0,0
0,12,25,2017,107.0,0
0,9,329,2017,133.0,2
0,8,288,1998,95.0,2
1,9,394,2014,1.0,1
0,11,200,2012,100.0,2
0,12,329,2000,149.0,2
0,11,443,2017,52.0,1
0,12,369,2004,165.0,2
0,11,217,2016,104.0,2
0,8,274,2017,114.0,2
0,7,178,1987,109.0,0
0,11,217,2016,88.0,2
1,9,399,2012,3.0,1
1,9,412,2016,1.0,1
1,11,241,2017,1.0,2
1,12,151,2010,1.0,0
1,9,241,2016,1.0,2
0,9,332,2016,143.0,2
0,11,350,2011,112.0,2
0,8,0,2016,101.0,0
0,7,467,2006,110.0,1
0,4,211,2018,83.0,2
1,9,400,2015,1.0,1
0,11,326,2010,145.0,2
1,9,109,2011,3.0,0
0,9,0,2017,87.0,0
1,9,238,2015,1.0,2
0,11,320,2019,86.0,2
0,8,0,2015,115.0,0
0,8,322,2010,93.0,2
0,9,284,2017,121.0,2
0,12,281,2014,54.0,2
0,6,230,2010,100.0,2
0,13,121,2003,37.0,0
0,13,442,2011,33.0,1
0,13,442,2011,35.0,1
0,13,121,2011,32.0,0
1,13,110,2018,1.0,0
0,11,209,2017,147.0,2
0,7,43,2014,110.0,0
0,6,121,2010,97.0,0
0,11,55,2017,108.0,0
0,9,32,1982,101.0,0
1,12,291,2017,1.0,2
0,8,47,2010,100.0,0
1,10,422,2017,3.0,1
1,13,422,2018,1.0,1
0,10,281,2018,48.0,2
0,15,7,2016,44.0,0
1,13,422,2017,1.0,1
0,15,125,2013,78.0,0
0,11,284,2016,103.0,2
0,12,173,1946,58.0,0
1,11,393,2014,3.0,1
0,9,224,2018,90.0,2
1,12,446,2014,1.0,1
0,8,208,2014,89.0,2
0,12,285,2018,83.0,2
1,10,102,2009,1.0,0
1,9,102,2014,1.0,0
0,11,349,2018,84.0,2
0,9,52,1997,104.0,0
0,12,310,2018,99.0,2
0,8,176,1992,105.0,0
0,8,344,2015,94.0,2
1,11,117,2012,2.0,0
0,7,309,2012,150.0,2
0,9,52,2013,111.0,0
0,9,288,1990,116.0,2
0,9,54,1983,92.0,0
1,17,433,2015,1.0,1
0,14,125,2016,23.0,0
0,14,125,2016,25.0,0
0,6,318,2016,85.0,2
0,7,185,2000,90.0,2
0,15,125,2018,68.0,0
0,14,125,2019,67.0,0
0,14,125,2019,66.0,0
0,5,199,2016,91.0,2
1,10,433,2017,4.0,1
0,9,513,2014,87.0,1
0,7,274,2016,98.0,2
1,9,235,2017,1.0,2
1,9,240,2013,1.0,2
0,8,24,1998,108.0,0
0,8,318,2013,85.0,2
0,7,55,2012,95.0,0
0,11,319,2017,103.0,2
0,6,16,1976,118.0,0
1,13,422,2016,2.0,1
0,8,179,1962,153.0,2
1,11,97,2015,1.0,0
0,9,283,2017,96.0,2
0,9,25,1990,88.0,0
0,5,217,2015,116.0,2
0,9,331,2015,155.0,2
1,11,399,2015,1.0,1
0,9,281,2017,88.0,2
1,9,235,2012,1.0,2
0,9,289,2017,92.0,2
1,9,499,2015,5.0,1
1,11,393,2015,1.0,1
0,11,230,2019,98.0,2
0,11,200,2010,103.0,2
0,9,220,2017,163.0,2
0,9,25,1994,93.0,0
1,12,379,2012,1.0,1
1,11,410,2016,1.0,1
0,11,344,2018,77.0,2
0,9,220,2011,97.0,2
0,9,220,2015,115.0,2
1,10,104,2013,1.0,0
0,8,220,2014,103.0,2
0,11,274,2016,82.0,2
0,11,320,2006,77.0,2
0,9,326,1995,79.0,2
0,12,284,2016,98.0,2
1,12,393,2010,1.0,1
0,9,329,2005,131.0,2
0,9,353,2018,110.0,2
0,11,222,2015,100.0,2
0,9,375,2017,117.0,2
0,12,326,2017,107.0,2
0,8,185,2012,76.0,2
0,11,350,2014,118.0,2
0,8,16,1979,93.0,0
1,9,498,2014,7.0,1
0,7,185,2008,99.0,2
0,5,270,1987,84.0,2
0,11,326,2016,102.0,2
0,9,319,2016,134.0,2
0,11,274,2017,78.0,2
0,11,375,2016,95.0,2
1,14,433,2017,1.0,1
1,9,80,2016,1.0,0
0,13,121,2013,73.0,0
0,9,34,2018,110.0,0
0,12,136,2016,75.0,0
0,9,39,2013,119.0,0
1,9,408,2015,1.0,1
1,9,408,2014,1.0,1
1,9,409,2010,1.0,1
0,12,217,1981,92.0,2
1,9,394,2013,1.0,1
0,9,219,2005,137.0,2
0,12,328,1989,192.0,2
0,12,326,2017,132.0,2
0,11,345,2018,91.0,2
0,8,36,2013,105.0,0
0,8,220,2015,88.0,2
1,12,388,2018,1.0,1
0,11,319,1983,155.0,2
0,9,329,2017,103.0,2
0,7,318,2014,97.0,2
0,9,318,2016,92.0,2
0,9,215,2014,98.0,2
0,11,281,2017,89.0,2
0,7,200,1999,112.0,2
0,11,319,2017,75.0,2
0,9,319,2017,89.0,2
0,11,359,2017,99.0,2
0,8,0,2016,107.0,0
1,9,291,2018,1.0,2
0,9,442,2016,29.0,1
1,11,487,2016,4.0,1
0,11,319,2016,94.0,2
1,9,447,2019,1.0,1
1,12,303,2018,2.0,2
0,8,52,1986,90.0,0
0,8,470,2002,104.0,1
0,12,277,2017,55.0,2
0,9,281,2016,83.0,2
0,12,289,2014,77.0,2
0,6,60,2013,72.0,0
0,6,66,2017,103.0,0
0,6,148,2018,131.0,0
1,9,104,2016,1.0,0
0,9,319,1983,138.0,2
0,5,52,2016,143.0,0
0,11,319,2017,80.0,2
0,9,200,2006,132.0,2
0,9,318,2013,84.0,2
0,11,326,2014,99.0,2
0,9,219,2017,93.0,2
0,12,274,2016,114.0,2
0,12,274,2017,100.0,2
0,12,220,1988,132.0,2
0,11,200,2016,83.0,2
0,8,325,2016,105.0,2
0,8,175,1973,112.0,0
0,12,309,2017,94.0,2
0,11,353,1985,90.0,2
0,9,274,2017,48.0,2
1,10,100,2013,1.0,0
1,12,446,2012,1.0,1
0,12,329,2017,110.0,2
1,9,393,2016,1.0,1
0,8,199,2003,84.0,2
0,11,332,2017,118.0,2
0,9,274,2018,86.0,2
0,7,28,1997,98.0,0
0,7,28,2002,88.0,0
0,11,318,2016,81.0,2
0,8,39,2009,112.0,0
1,9,412,2018,1.0,1
1,11,417,2015,1.0,1
0,11,217,2018,106.0,2
1,12,387,2016,1.0,1
0,9,221,2009,148.0,2
0,8,39,2015,105.0,0
0,6,125,2016,92.0,0
1,9,403,2018,1.0,1
0,7,60,2016,112.0,0
1,14,422,1996,1.0,1
0,8,320,2008,128.0,2
1,10,422,2014,2.0,1
0,9,326,2017,128.0,2
1,12,446,2013,1.0,1
0,6,144,2004,136.0,0
0,6,125,2012,106.0,0
0,11,328,2016,129.0,2
1,9,241,2015,1.0,2
0,7,65,2015,90.0,0
0,7,326,2014,130.0,2
0,9,456,2017,85.0,1
0,5,274,2011,90.0,2
1,11,393,2015,1.0,1
0,11,288,2015,94.0,2
0,5,318,2016,86.0,2
0,9,274,2017,100.0,2
0,11,36,2018,107.0,0
0,12,220,2014,93.0,2
0,8,318,2015,109.0,2
0,11,319,2016,109.0,2
0,11,45,2017,92.0,0
0,8,325,2015,93.0,2
0,9,326,2019,100.0,2
0,8,309,2017,141.0,2
1,9,379,2014,1.0,1
0,7,309,2003,119.0,2
0,8,513,2016,84.0,1
1,12,104,2015,1.0,0
0,8,20,1997,96.0,0
1,12,102,2014,1.0,0
0,6,125,2016,83.0,0
0,11,217,2017,117.0,2
0,6,121,2017,93.0,0
0,14,121,2013,73.0,0
0,14,148,2015,72.0,0
0,14,121,2012,46.0,0
0,14,121,2014,74.0,0
0,14,121,2013,46.0,0
0,14,121,2011,46.0,0
0,14,121,2014,74.0,0
0,14,121,2012,71.0,0
0,14,121,2016,72.0,0
0,14,121,2015,76.0,0
0,14,121,2010,23.0,0
0,10,121,2013,60.0,0
0,14,121,2013,46.0,0
1,13,422,2012,2.0,1
0,7,230,2005,101.0,2
1,10,100,2013,1.0,0
1,10,100,2011,1.0,0
0,8,323,2009,97.0,2
0,8,320,2016,111.0,2
0,8,25,2015,96.0,0
0,9,319,2015,135.0,2
0,8,319,2016,91.0,2
0,11,274,2013,84.0,2
0,9,326,2011,121.0,2
0,15,125,2016,109.0,0
0,6,34,2017,74.0,0
0,8,185,2013,94.0,2
0,7,309,2016,105.0,2
0,7,230,2002,97.0,2
0,9,281,2015,102.0,2
0,9,200,1984,86.0,2
0,7,185,2007,88.0,2
1,10,433,2013,2.0,1
0,9,217,2012,90.0,2
0,7,318,2012,131.0,2
0,12,220,2004,158.0,2
0,6,121,2014,85.0,0
0,6,125,2014,110.0,0
0,5,188,2007,79.0,2
1,11,234,2017,3.0,2
1,12,433,2017,2.0,1
0,12,17,1962,185.0,0
0,12,125,2010,80.0,0
0,12,319,2005,116.0,2
